target_word,when,type,date,sentence
prompt,before,formal,2021-12-12T18:31:48Z,"Vaccines prompt the body to make neutralising antibodies that intercept Covid before the virus infects our cells, but circulating antibodies can wane over time."
prompt,before,formal,2021-12-12T16:22:23Z,Schmeichel tore back to scrape off his line and it was the prompt for Leicester to turn the screw.
prompt,before,formal,2021-12-11T13:00:10Z,"There are none of the dials and tickers that usually clutter the screen in sci-fi games and films: your HUD is empty save for the occasional text prompt to inform you of your distance to the monolith, or the raindrops that smear across the screen."
prompt,before,formal,2021-12-10T17:32:42Z,"Michael Hewson of CMC Markets says: With the Federal Reserve due to meet next week, there is some concern that a really hot number today could prompt the FOMC to go accelerate its tapering program more rapidly, from the current $10bn of US treasuries and $5bn of mortgage-backed securities that it started last month, in an attempt to give themselves more optionality in 2022 when it comes to raising rates."
prompt,before,formal,2021-12-10T17:32:42Z,"Currently markets are pricing the prospect of a doubling of the taper next week, and any number that hints at a bigger amount next week could prompt some choppiness."
prompt,before,formal,2021-12-10T08:09:32Z,"With Hazlewood sending down only eight overs to prompt questions over a possible niggle and Warner off the field all day after being struck in the ribs by Ben Stokes 24 hours earlier, Australia finally had headaches of their own."
prompt,before,formal,2021-12-09T22:05:41Z,"“The president and the legislative branch have shown a national interest in and pressing need for the prompt disclosure of these documents.” The National Archives has said the records Trump wants to block include presidential diaries, visitor logs, speech drafts, handwritten notes “concerning the events of January 6” from the files of his former chief of staff Mark Meadows, and “a draft executive order on the topic of election integrity”."
prompt,before,formal,2021-12-09T17:43:18Z,Tottenham had lost 1-0 at Paços de Ferreira on 19 August in the first leg of the Europa Conference League play-off and it was the prompt for the Portuguese club to get trolling.
prompt,before,formal,2021-12-09T00:41:33Z,Ugur Sahin said new data would prompt a discussion about bringing the third shot of its currently available vaccine forward.
prompt,before,formal,2021-12-09T00:32:19Z,It remains to be seen whether that will prompt a change in New Zealand foreign policy going forward.
prompt,before,formal,2021-12-07T07:00:21Z,"The report says: “These early withdrawal numbers should prompt us to consider how police are handling victim/survivor interactions, as the victim/survivor may have only really dealt with police officers during this time.” Some victims were given the impression their phones were likely to have to be handed over and scoured while that was not the case, it was suggested."
prompt,before,formal,2021-12-06T16:13:23Z,We can hope that the swell of enthusiasm might prompt whomever owns the relevant rights to republish the hens’-teeth collection in book form.
prompt,before,formal,2021-12-04T23:42:58Z,"Higher hospital admissions among children during a fourth wave of Covid-19 infections in South Africa that has been driven by the Omicron coronavirus variant should not prompt panic as infections have been mild, a health official said."
prompt,before,formal,2021-12-02T22:19:13Z,"It was the prompt for United to switch off and leave space at left-back for Partey to pick out Martinelli, with Ødegaard arriving unchallenged to direct the cross into the far corner."
prompt,before,formal,2021-12-02T21:44:52Z,But they had begun to prompt nervous murmurs around the stands with a spell of pressure either side of the hour mark and the fear was that Spurs had not extended the lead a vigorous start to the game had brought.
prompt,before,formal,2021-12-02T17:32:32Z,“There had been much speculation that fears Omicron would stall economies and cut demand for oil might prompt OPEC+ to think twice about its plans to up output in the new year.
prompt,before,formal,2021-12-02T15:50:51Z,"(Stopping people having to sell their houses to fund care, still the centrepiece of the government’s reforms, feels like the least of anyone’s problems this winter.) The scenario most likely to prompt more restrictions now isn’t mass Covid deaths but rising infections causing the NHS to buckle under pressure, which would risk people dying from lack of prompt medical care for all sorts of otherwise treatable illnesses or accidents."
prompt,before,formal,2021-12-01T22:36:25Z,I have no further information on what exactly happened to prompt the delay but will bring any news as it comes in.
prompt,before,formal,2021-12-01T16:30:02Z,Higgins echoed the call for prompt implementation on Wednesday.
prompt,before,formal,2021-12-01T15:00:05Z,"The platform itself presents it as an opportunity for sombre reflection, like the Queen’s speech: a prompt “to look back on the year” on the music that “helped us get through”."
prompt,before,formal,2021-12-01T13:21:42Z,"“Ensuring prompt and efficient access to fair and efficient asylum procedures is key for the adequate protection of people in need of protection,” says Stella Nanou, the UNHCR spokesperson in Athens."
prompt,before,formal,2021-12-01T08:08:38Z,"“Supply is set to be curtailed even further by the festive season and the new Covid variant, both of which are likely to prompt would-be sellers to hold off on listing their home until the new year."
prompt,before,formal,2021-11-30T09:34:32Z,But the measure of success will be action – and prompt action.
prompt,before,formal,2021-11-29T16:30:06Z,"The outcome of new charges may prompt more people to put batteries on their premises and draw power from their own solar panels, Mountain said, cutting their reliance on a centralised network."
prompt,before,formal,2021-11-29T07:00:48Z,"“A potential breach in consumer law may prompt the OfS to investigate and, if appropriate, carry out enforcement action to address any failures to comply.” The CMA, which regulates universities for possible breaches of competition law, reiterated its view that the offer and acceptance of a university place was effectively a legally binding contract, with the university obliged to reserve a place providing the student met specific entry requirements such as A-level grades."
prompt,before,formal,2021-11-28T18:50:44Z,"Jorginho would disabuse them of the notion, atoning in part for his lapse when he converted from the penalty spot after Aaron Wan-Bissaka’s silly foul on Thiago Silva, and his goal was the prompt for a grandstand finish."
prompt,before,formal,2021-11-28T13:24:13Z,"It is thought that investment bank Rothschild has been retained by Bourne Leisure and Blackstone to oversee the sale, which could prompt bids from rivals in the leisure sector."
prompt,before,formal,2021-11-28T13:00:26Z,"For the briefest of moments, it felt as if the dawning realisation that being poor made people much more likely to suffer Covid-19’s worst effects might prompt at least the first stirrings of a political watershed."
prompt,before,formal,2021-11-28T09:00:22Z,"There are a number of comparison sites where you can enter the weight and dimensions of your item and where it is going, which will them prompt prices from some of the main courier firms."
prompt,before,formal,2021-11-28T00:01:06Z,"“The decision by the government to reimplement the need for a PCR test from all individuals arriving in the UK from abroad on day two, with self-isolation until a negative test is reported, while frustrating for those travelling, is essential in order to rapidly identify cases of infection with the Omicron variant and implement prompt isolation and targeted contact tracing to limit the spread of the variant in the UK."
prompt,before,formal,2021-11-26T18:54:05Z,"Fawad Razaqzada, market analyst with ThinkMarkets, says: Crude oil and travel stocks took the brunt of the sell-off on Friday amid concerns the new variant will prompt fresh mobility restrictions and hinder economic activity."
prompt,before,formal,2021-11-26T12:53:33Z,"Then in late October this year the pair argued and Zhang failed to meet her for a talk, appearing to prompt her Weibo post."
prompt,before,formal,2021-11-25T17:47:29Z,"Andrew Hope Oxford • Repatriation of the looted Greek sculptures (Parthenon marbles should never have been removed, Boris Johnson wrote, 23 November) would surely prompt the headline: “Johnson has lost his marbles”."
prompt,before,formal,2021-11-24T18:00:18Z,"Rather than prompt a revival of foreign investment, lower interest rates have confirmed to investors the government’s lack of resolve in tackling inflation, causing the currency to fall further."
prompt,before,formal,2021-11-24T15:12:23Z,Core PCE is expected to show inflation at 4.1% with a high reading expected to prompt bets of a sooner move by the Fed.
prompt,before,formal,2021-11-22T15:12:13Z,The dialogue continues but the baby’s unscripted wails prompt a “cut!” from director Clint Dyer.
prompt,before,formal,2021-11-22T07:44:31Z,"“We hope the drills prompt elementary school students to take an early interest in taxes,” a ministry official told the Mainichi Shimbun newspaper."
prompt,before,formal,2021-11-20T19:00:36Z,"You can be hard-pressed to get more than 16 hours when you are hoping to work full-time.” Richard Denniss, chief economist of the Australia Institute, said the pandemic and its aftermath should prompt the public and policymakers to reconsider whose responsibility it was to train employees and how they should be rewarded."
prompt,before,formal,2021-11-20T16:32:39Z,"The phrase “northern powerhouse” was guaranteed to prompt cynical laughter, rather as if a visitor had gone to the Scottish Highlands and inquired about the Loch Ness monster."
prompt,before,formal,2021-11-20T13:00:28Z,"I’m glad there’s so much out there to press other people’s buttons, to prompt them to watch and rewatch, to make them feel seen and celebrated."
prompt,before,formal,2021-11-19T10:15:52Z,Some good may yet come from this – the public reaction may prompt more meticulous standards on workplace behaviour within CA and its state organisations.
prompt,before,formal,2021-11-18T22:00:17Z,"Belarus appeared to be trying to ease political tensions by removing its hastily constructed migrant camps at the border, although that could prompt people previously located there to disperse without shelter."
prompt,before,formal,2021-11-18T17:51:05Z,"“We demand a serious, prompt and meaningful action from Fifa to stop the extreme injustice put upon Abdullah by the authorities of the country they chose to host the World Cup,” the family said, “[and] to press for a fair trial for Abdullah and for his immediate release – as there is no justification for his detention.” Ibhais says he was denied access to legal representation during his interrogation by police and signed a confession that was false."
prompt,before,formal,2021-11-16T21:52:43Z,"Either way, the link to the national team will prompt further questions in the coming days."
prompt,before,formal,2021-11-16T10:54:29Z,"Upcoming essays in the Reconstruction after Covid series include: Guardian columnist Rebecca Solnit on how to confront the climate crisis without losing hope; Kwame Anthony Appiah, professor of philosophy at New York University on how to avoid a repeat of the ‘shadow pandemic’ that has blighted the developing world over the past two years; Jill Lepore, professor of American history at Harvard University, on the future of society after Covid; Jacqueline Rose, co-director of the Birkbeck Institute for the Humanities, exploring how the pandemic might prompt us to rethink death; and author and journalist Bee Wilson on why we need a national food policy."
prompt,before,formal,2021-11-16T05:32:33Z,Mortgage holders and other borrowers are among those listening carefully for any hint from the RBA that rising prices – for used cars to petrol to coffee – will prompt it to lift the cash rate soon.
prompt,before,formal,2021-11-14T15:10:39Z,"Now, in a move that might prompt a smile from the curmudgeonly AW beyond the grave, tourist cars could be banned from some of the most popular parts of the Lake and Peak Districts next summer as they struggle with surging demand from domestic visitors."
prompt,before,formal,2021-11-14T14:31:30Z,"4 min United prompt again down the right, Batile finding Russo ..."
prompt,before,formal,2021-11-12T15:59:54Z,"Whether it’s £350m on the side of a bus, 40 new hospitals or a continued 0.7% on aid, a nice number thrown out by Boris Johnson should always prompt a swift counting of spoons."
prompt,before,formal,2021-11-12T02:09:24Z,"But too much warming can also disrupt those habitats, or the food supplies penguins rely on: according to Nasa, in the areas of Antarctica that are experiencing warming, Adélie populations are either declining or expected to drop off in the next 40 years – and as sea ice decreases it can prompt changes in the migration patterns of the Ross Sea penguins."
prompt,before,formal,2021-11-11T06:00:02Z,"“These are effective and very intentional ways of radicalising people.” He hopes that this alignment of the wellness community with anti-vaxxers and conspiracy theorists will prompt a wider reappraisal of an industry that, for many years, has been replete with charlatans and quacks, profiting from that most fundamental of human desires – a desire for health."
prompt,before,formal,2021-11-11T01:53:14Z,“This will give disclosers additional avenues through which to make a disclosure and will leverage the investigative agencies’ expertise and specialist powers under their own legislation to address wrongdoing.” Sign up to receive an email with the top stories from Guardian Australia every morning But Stoker also signalled the government would tighten the kinds of conduct that could prompt a disclosure.
prompt,before,formal,2021-11-10T19:57:16Z,"“We’re ready and willing to make sure we deliver on the highest possible levels of ambition, leading to prompt global action.” He said the “clear intention” in the draft “cover decision” to close the gap in emissions cuts needed to keep 1.5C alive within a year was extremely important."
prompt,before,formal,2021-11-10T15:06:14Z,We don’t however think this will prompt a hawkish shift from the Fed.
prompt,before,formal,2021-11-10T15:06:14Z,"We’ve woken up to news that inflation has picked up in China and Germany, while oil prices are also climbing, adding to worries that mounting price pressures could prompt central banks to raise interest rates."
prompt,before,formal,2021-11-10T15:06:14Z,"Michael Hewson, chief market analyst at CMC Markets UK, said: With a number of Fed policymakers making louder noises about the need for rate hikes next year, a strong number here could well prompt a rebound in US [bond] yields which have declined quite sharply in the last week or so, with the 10-year down over 15bps from last week’s highs."
prompt,before,formal,2021-11-10T06:00:07Z,"In denying bail, Judge Susana D’Almada Remedios cited prosecutors’ claims that Cheung had “a close association with the USA and foreign political groups as evidenced by their prompt reactions condemning law enforcement actions against the applicant and the condemnation of [the national security law] and enforcement actions against Apple Daily”."
prompt,before,formal,2021-11-09T19:54:16Z,"Covid cases in NSW continue to decrease, despite predictions that “freedom day” could prompt up to 1,900 daily cases."
prompt,before,formal,2021-11-09T18:49:07Z,"The court hearing was part of a wider judicial review claim, in which a judge will have to decide if the MoD broke human rights law by failing to commence a “prompt investigation” into the Yar family killings – and whether it failed to investigate “systemic issues”, to see if there was a pattern of battlefield executions."
prompt,before,formal,2021-11-09T17:33:46Z,"“Our problems are not insurmountable, but prompt and consistent interventions by the state to support training, labour mobility, house building may act to alleviate some of the costs of adjustment to that high wage-high skill economy for which we yearn,” he said."
prompt,before,formal,2021-11-08T18:54:20Z,"Local outlets have reported that the company, which is headquartered in Montreal, was warned in advance by both the province’s premier and the federal language commissioner that an English-only speech could prompt backlash."
prompt,before,formal,2021-11-06T22:30:02Z,Klopp never feared it would prompt a lapse into complacency.
prompt,before,formal,2021-11-06T09:00:28Z,"One of Delaney’s more purposefully outrageous suggestions – the running joke is that like all her outrageous suggestions, which she hopes will prompt the populace to rise up in revolt, it is promptly and enthusiastically taken up – is FictFix: The main thrust of FictFix was to take old novels and fix them."
prompt,before,formal,2021-11-05T16:54:51Z,The figures will prompt renewed concern in Downing Street and the Home Office after high-profile pledges that the numbers of people entering the UK by boat would be curbed.
prompt,before,formal,2021-11-05T00:01:05Z,"“There should also be resources and guidance to businesses so they can implement changes.” Experts involved in the push on ventilation hope to prompt a much greater use of open windows, especially with much greater social mixing indoors set to occur before and during the festive period."
prompt,before,formal,2021-11-05T00:01:05Z,"The overall effect doesn’t prompt folkloric nostalgia, but mild nausea."
prompt,before,formal,2021-11-04T17:51:27Z,"My impression was that when Johnson mentioned Rose’s suicide, that did prompt a faint reaction from some MPs, but that was more because they felt Johnson was using Rose’s death as cover because he was finding it hard to justify the vote exempting Paterson from the standards committee recommendations."
prompt,before,formal,2021-11-04T17:12:43Z,"In April, Sternheim said in written arguments to a federal appeals court: “Though she is a model prisoner who poses no danger to society and has done literally nothing to prompt ‘special’ treatment, she is kept in isolation – conditions fitting for Hannibal Lecter but not a 59-year-old woman who poses no threat to anyone.” Asked for comment, the US Bureau of Prisons said in an email: “For privacy, safety, and security reasons, we decline to comment about the conditions of confinement for any particular inmate.” They did say that the bureau was “committed to ensuring the safety and security of all inmates in our population, our staff, and the public” and that “additionally, the BoP takes allegations of staff misconduct seriously and consistent with national policy, refers all allegations for investigation, if warranted."
prompt,before,formal,2021-11-04T16:42:47Z,But her sentence at Thursday’s hearing will prompt an automatic recall petition in Leicester East if her appeal fails.
prompt,before,formal,2021-11-04T16:42:47Z,"To prompt a by-election, 10% of the electorate within the constituency would need to sign the petition."
prompt,before,formal,2021-11-03T20:28:32Z,"Large surprises on the path of the pandemic, inflation, expectations for inflation, or wage growth could prompt a changed taper pace and impact the rate outlook."
prompt,before,formal,2021-11-03T18:06:16Z,"When mandatory jabs for care home workers were unveiled in June, trade unions and other voices in the social care sector said it could prompt many staff to leave."
prompt,before,formal,2021-11-01T18:25:45Z,"Currently, AI can be prompted – but not prompt itself – into action."
prompt,before,formal,2021-10-31T12:01:06Z,"In comments on Saturday, Johnson said a lack of progress in Glasgow could prompt “very difficult geopolitical events” including mass migration and global competition for food and water."
prompt,before,formal,2021-10-31T03:34:34Z,"On the eve of the summit, Johnson warned that a failure to act could prompt “very difficult geopolitical events”, including mass migration and global competition for food and water."
prompt,before,formal,2021-10-30T19:00:07Z,There are concerns that rising metal prices will prompt more illegal scavenging of Australia’s shipwrecks.
prompt,before,formal,2021-10-30T17:00:04Z,"Given that metabolism slows markedly beyond the age of 60, doctors now need to know whether older adults should receive slightly different medicinal doses, while the research will prompt questions about the connection between a slower metabolism and the onset of chronic disease in older adults."
prompt,before,formal,2021-10-30T10:00:06Z,"A failure by world leaders to commit to tackling the climate emergency at the Cop26 summit in Glasgow could prompt “very difficult geopolitical events” including mass migration and global competition for food and water, Boris Johnson has said."
prompt,before,formal,2021-10-29T17:27:01Z,"Picton said: “There were no doubt tensions in the marriage, points of friction the lockdown will have accentuated, but I’m quite sure he was nothing like the person you claimed.” The case is likely to prompt debate over abuse allegations."
prompt,before,formal,2021-10-29T11:00:28Z,"Each of these halls across Britain has its own rules and quirks, and the GPO is one of the better, sleeker operations, because it allows table-booking and ordering by app, and also employs lots of affable, prompt staff to whisk plates of Jailbird’s Nashville-style fried chicken and Ferrero Rocher sundaes to your booth."
prompt,before,formal,2021-10-28T11:09:39Z,There was also a threat issued to the UK’s energy supply if those initial sanctions from Paris did not prompt the issuing of extra permits.
prompt,before,formal,2021-10-27T18:27:51Z,"A central forecast of a peak of 4.4% could prove to be optimistic, it said, adding that a more pessimistic scenario would prompt the Bank of England to take action."
prompt,before,formal,2021-10-27T09:42:44Z,"Jessica Dore, who started pulling tarot cards after work, said: “The cards made me feel seen and understood in a way that I wasn’t used to.” More than 130,000 people on Twitter and 52,000 on Instagram follow Dore’s daily draw of a card, which she then connects to psychological concepts, legends, myths and miscellanea as a prompt for introspection."
prompt,before,formal,2021-10-27T08:00:26Z,"On Twitter, more than 130,000 people (along with 52,000 on Instagram) follow Dore’s daily draw of a card, which she then connects to psychological concepts, legends, myths and miscellanea as a prompt for introspection."
prompt,before,formal,2021-10-27T08:00:26Z,"(Indeed, Dore does two hours of Ashtanga yoga each morning, after 45 minutes’ journalling – if the unexamined life is not worth living, hers is hard-won.) When she started her nightly ritual of drawing cards, Dore found that what emerged gave shape to her thoughts and feelings in the same way as a writing prompt might."
prompt,before,formal,2021-10-27T08:00:26Z,"As well as serving as a prompt for introspection, the cards’ storied past made Dore think of history repeating – circular narratives and mirror images through literature, folklore and legends."
prompt,before,formal,2021-10-26T02:41:35Z,"As a result, Denniss predicts it will take more than a couple of blips in the CPI to prompt the RBA – which he calls the most “conservative, inflation-obsessed institution in Australia” – to lift its current record-low official interest rates."
prompt,before,formal,2021-10-25T13:22:07Z,"In the UK, concerns about the availability of goods have prompt early buying for some Christmas food items."
prompt,before,formal,2021-10-25T12:00:38Z,That’s because faster options prompt people to move further from city centers.
prompt,before,formal,2021-10-25T04:30:29Z,Injury can prompt the behaviour.
prompt,before,formal,2021-10-21T19:22:47Z,But the union hopes its move will prompt Javid to abandon the plan before any industrial action occurs.
prompt,before,formal,2021-10-21T12:34:44Z,"Such a move is likely to prompt a rebuke from Beijing, which is hypersensitive to any move that suggests recognition of Taiwan’s sovereignty."
prompt,before,formal,2021-10-21T09:35:12Z,"Barclays said it was “well positioned for a rising rate environment”, as expectations mount that inflation pressures will prompt the Bank of England to raise interest rates."
prompt,before,formal,2021-10-21T05:00:10Z,She expected that the authorities would hold prompt and rigorous proceedings.
prompt,before,formal,2021-10-20T17:33:24Z,"Meller, an Oxford gallerist, said he always hoped his project would prompt debate about the rapid rise of AI technology."
prompt,before,formal,2021-10-19T17:35:48Z,Would it be the prompt for a legal challenge?
prompt,before,formal,2021-10-19T16:30:52Z,"“Many invertebrates are poorly known because they’re rare, or have restricted distributions, and because there’s bias towards vertebrates and the more charismatic groups.” Marsh said she hoped the analysis would prompt a rethinking of conservation approaches for Australia’s invertebrates."
prompt,before,formal,2021-10-19T16:30:50Z,"“[NSW is] still rated on par with the US, and other big countries.” Sign up to receive an email with the top stories from Guardian Australia every morning Longer term, increased investor concern over environment, social and governance issues, particularly climate change, could prompt a review of NSW – and Australia’s – exposure, Foo says."
prompt,before,formal,2021-10-19T10:02:07Z,"Such clues could include someone having an unexpected visitor or receiving an overseas phone call, and would prompt inspection visits modelled on neighbourly interactions."
prompt,before,formal,2021-10-18T06:00:08Z,"Shortly after, a piece appeared in the Guardian, summarising the information contained in the conversation – only to prompt a complaint from the source a day later."
prompt,before,formal,2021-10-17T07:00:21Z,"When Stephenson became a US citizen, via green-card lottery, it was prompt enough for them to marry."
prompt,before,formal,2021-10-17T05:00:18Z,"But Amess’s killing must prompt a reassessment of what can be done to reduce the risks of violence towards MPs in their own constituencies, whether through a greater police presence or advance security checks."
prompt,before,formal,2021-10-16T19:00:08Z,Prompt exposure notice allows each parent to make their own decisions on sending their kids to school.
prompt,before,formal,2021-10-16T18:39:45Z,"When Ivan Toney was denied by Mendy on 73 minutes, it was the prompt for a slow-burning game to ignite."
prompt,before,formal,2021-10-15T23:39:43Z,"There are similar moves in the UK, where a report predicts factories could make almost £5bn more goods in 2021 as the pandemic and Brexit prompt businesses to bring home production."
prompt,before,formal,2021-10-15T21:30:04Z,"It’s not really about me to say that – it is for other people.” Amnesty has also requested a meeting with Masters over the takeover and, before the first game of the Saudi-led era against Tottenham on Sunday, repeated its call for the Newcastle deal to prompt a strengthening of ownership rules."
prompt,before,formal,2021-10-15T16:16:33Z,"Michael Hewson of CMC Markets explains: There still seems to be an element of complacency amongst investors that rising energy prices won’t prompt a wave of demand destruction, especially if supply chain snarl-ups also feed into higher prices, which consumers then can’t absorb."
prompt,before,formal,2021-10-15T14:38:37Z,"The cost of filling the tank has grown by more than a quarter in a year in Britain, compounding misery for consumers facing higher energy bills and food price increases, and adding to inflationary pressures that could in turn prompt higher interest rates."
prompt,before,formal,2021-10-15T06:00:21Z,"People will always seek more from their NHS: who doesn’t want appointments on the day of our choice, the reassurance of being whisked through to a specialist for anything dubious, or prompt surgery if it’s needed?"
prompt,before,formal,2021-10-14T23:01:13Z,"DH • Arsenal v Crystal Palace, Monday 8pm 9) Leeds look to find ruthless side For fans of a certain vintage, meetings of Leeds and Southampton will always prompt memories of Don Revie’s team’s 7-0 romp in 1972."
